ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
110,BBH062,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.4,0.13,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
111,BBH062,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.3,0.19,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
112,BBH063,macrozooplankton/crustacean zooplankton,2,1,12326,no/m3,13.63,mg/m3,.,.,phytoplankton,1.9,0.044,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
113,BBH063,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,3.3,0.047,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
114,BBH063,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,4.4,0.014,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
115,BBH063,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,4.1,0.01,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
116,BBH064,macrozooplankton/crustacean zooplankton,2,1,32002,no/m3,32.58,mg/m3,.,.,phytoplankton,0.5,0.0068,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
117,BBH064,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,0.65,0.023,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
118,BBH064,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.1,0.24,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
119,BBH064,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,0.99,0.032,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
120,BBH065,macrozooplankton/crustacean zooplankton,2,1,.,no/m3,.,mg/m3,.,.,phytoplankton,2.1,0.32,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
121,BBH065,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.8,0.14,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
122,BBH065,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.9,.,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
123,BBH065,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.1,0.19,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
124,BBH066,macrozooplankton/crustacean zooplankton,2,1,.,no/m3,.,mg/m3,.,.,phytoplankton,2.1,0.1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
125,BBH066,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.9,0.014,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
126,BBH066,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,3.5,0.096,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
127,BBH066,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,3.3,0.34,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
128,BBH067,macrozooplankton/crustacean zooplankton,2,1,9418,no/m3,20.69,mg/m3,.,.,phytoplankton,1.4,0.067,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
129,BBH067,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.7,0.07,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
130,BBH067,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.2,0.07,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
131,BBH067,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.1,0.18,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
132,BBH068,macrozooplankton/crustacean zooplankton,2,1,26653,no/m3,23.86,mg/m3,.,.,phytoplankton,1.2,0.027,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
133,BBH068,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.9,0.021,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
134,BBH068,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.1,0.035,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
135,BBH068,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.6,0.29,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
136,BBH069,macrozooplankton/crustacean zooplankton,2,1,10524,no/m3,16.08,mg/m3,.,.,phytoplankton,1.6,0.024,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
137,BBH069,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.8,0.069,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
138,BBH069,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,4.3,0.26,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
139,BBH069,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,4.6,0.053,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
140,BBH070,macrozooplankton/crustacean zooplankton,2,1,58553,no/m3,85.75,mg/m3,.,.,phytoplankton,0.93,0.11,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
141,BBH070,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.6,0.076,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
142,BBH070,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.7,0.18,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
143,BBH070,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.6,0.12,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
144,BBH071,macrozooplankton/crustacean zooplankton,2,1,27674,no/m3,83.93,mg/m3,.,.,phytoplankton,1.1,0.015,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
145,BBH071,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,1.9,0.037,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
146,BBH071,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2.2,0.064,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
147,BBH071,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,2,0.096,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
148,BBH072,macrozooplankton/crustacean zooplankton,2,1,20688,no/m3,35.46,mg/m3,.,.,phytoplankton,0.14,0.026,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
149,BBH072,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,0.27,0.012,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Table2and5,.
150,BBH072,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,0.66,0.012,3,biomass,chlorophyll,microg/L,.,0,1,0,0,0,.,.,.,.,.,.,.,P K,.,Table2and5,.
151,BBH072,macrozooplankton/crustacean zooplankton,1,0,0,no/m3,0,mg/m3,.,.,phytoplankton,0.68,0.012,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,.,.,.,.,.,.,.,NO P K,.,Table2and5,.
152,BBH073,macrozooplankton ,2,1,32.5,no/L,.,.,2,richness,phytoplankton,38,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
153,BBH073,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,36,6,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
154,BBH073,macrozooplankton ,2,1,32.5,no/L,.,.,2,richness,phytoplankton,72,10,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
155,BBH073,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,85,1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
156,BBH074,macrozooplankton ,2,1,35,no/L,.,.,2,richness,phytoplankton,40,6,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
157,BBH074,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,38,8,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
158,BBH074,macrozooplankton ,2,1,35,no/L,.,.,2,richness,phytoplankton,60,2,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
159,BBH074,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,56,3,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
160,BBH075,macrozooplankton ,2,1,36,no/L,.,.,2,richness,phytoplankton,50,20,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
161,BBH075,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,43,7,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
162,BBH075,macrozooplankton ,2,1,36,no/L,.,.,2,richness,phytoplankton,100,13,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
163,BBH075,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,97,24,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
164,BBH076,macrozooplankton ,2,1,50,no/L,.,.,2,richness,phytoplankton,75,12,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
165,BBH076,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,70,12,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
166,BBH076,macrozooplankton ,2,1,50,no/L,.,.,2,richness,phytoplankton,120,27,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
167,BBH076,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,112,20,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
168,BBH077,macrozooplankton ,2,1,20,no/L,.,.,2,richness,phytoplankton,27,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
169,BBH077,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,32,3,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
170,BBH077,macrozooplankton ,2,1,20,no/L,.,.,2,richness,phytoplankton,80,8,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
171,BBH077,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,92,26,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
172,BBH078,macrozooplankton ,2,1,52.5,no/L,.,.,2,richness,phytoplankton,18.5,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
173,BBH078,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,16.5,5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
174,BBH078,macrozooplankton ,2,1,52.5,no/L,.,.,2,richness,phytoplankton,17,3.5,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
175,BBH078,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,18,3,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
176,BBH079,macrozooplankton ,2,1,25,no/L,.,.,3,richness,phytoplankton,13.5,3,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
177,BBH079,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,0,0,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
178,BBH079,macrozooplankton ,2,1,25,no/L,.,.,3,richness,phytoplankton,12,0.1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
179,BBH079,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,8,0.5,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
180,BBH080,macrozooplankton ,2,1,2.5,no/L,.,.,1,richness,phytoplankton,5,1.5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
181,BBH080,macrozooplankton ,1,0,0,no/L,.,.,1,richness,phytoplankton,8,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
182,BBH080,macrozooplankton ,2,1,2.5,no/L,.,.,1,richness,phytoplankton,6,1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
183,BBH080,macrozooplankton ,1,0,0,no/L,.,.,1,richness,phytoplankton,6.5,1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
184,BBH081,macrozooplankton ,2,1,42.5,no/L,.,.,2,richness,phytoplankton,11.5,0.5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
185,BBH081,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,12,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
186,BBH081,macrozooplankton ,2,1,42.5,no/L,.,.,2,richness,phytoplankton,19,4,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
187,BBH081,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,19,4.5,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
188,BBH082,macrozooplankton ,2,1,10,no/L,.,.,3,richness,phytoplankton,14.5,2.5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
189,BBH082,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,18,5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
190,BBH082,macrozooplankton ,2,1,10,no/L,.,.,3,richness,phytoplankton,19.5,2,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
191,BBH082,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,22,2.5,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
192,BBH083,macrozooplankton ,2,1,42.5,no/L,.,.,3,richness,phytoplankton,78,8,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
193,BBH083,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,79,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
194,BBH083,macrozooplankton ,2,1,42.5,no/L,.,.,3,richness,phytoplankton,143,10,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
195,BBH083,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,153,6,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
196,BBH084,macrozooplankton ,2,1,10,no/L,.,.,2,richness,phytoplankton,18,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
197,BBH084,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,22,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
198,BBH084,macrozooplankton ,2,1,10,no/L,.,.,2,richness,phytoplankton,20,1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
199,BBH084,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,18,1,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
200,BBH085,macrozooplankton ,2,1,30,no/L,.,.,2,richness,phytoplankton,14,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
201,BBH085,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,12,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
202,BBH085,macrozooplankton ,2,1,30,no/L,.,.,2,richness,phytoplankton,32,3,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
203,BBH085,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,38,6,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
204,BBH086,macrozooplankton ,2,1,20,no/L,.,.,3,richness,phytoplankton,22,2,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
205,BBH086,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,25,3,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
206,BBH086,macrozooplankton ,2,1,20,no/L,.,.,3,richness,phytoplankton,64,12,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
207,BBH086,macrozooplankton ,1,0,0,no/L,.,.,3,richness,phytoplankton,48,4,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
208,BBH087,macrozooplankton ,2,1,100,no/L,.,.,2,richness,phytoplankton,23,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
209,BBH087,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,22,2.5,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
210,BBH087,macrozooplankton ,2,1,100,no/L,.,.,2,richness,phytoplankton,56,8,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
211,BBH087,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,60,2,3,biomass,chlorophyll,microg/L,.,1,1,0,0,0,35.71428571,1.614465612,.,.,.,.,.,N P,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
212,BBH088,macrozooplankton ,2,1,36,no/L,.,.,2,richness,phytoplankton,80,1,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
213,BBH088,macrozooplankton ,1,0,0,no/L,.,.,2,richness,phytoplankton,81,6,3,biomass,chlorophyll,microg/L,.,0,0,0,0,0,0,0,.,.,.,.,.,.,microM,Fig7,nutrient addition levels - not loadings - given for n & p rates; productivity data available in Fig. 8
