Chla_Mean,Chla_SE,LRR_Mean,LRR_Var,Trt,Temp,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Canopy_Quant
148.8,13.5,2.445375811,0.037315963,NP,,,,87,,9,,22,
85.6,24.8,0.224312459,0.200973473,NP,,,,77,,3,,50.3,
101.8,8,1.90831536,0.038147957,NP,,,,,,,,,
165.1,9,2.474662511,0.046499371,NP,,,,,,,,,
88.9,11.1,-0.559776469,0.026971302,NP,,,,,,,,,
103.5,13.6,1.812257991,0.044716233,NP,,,,,,,,,
71.7,18.2,-0.006949298,0.075223086,NP,,,,,,,,,
216.4,41.1,2.066585534,0.125634486,NP,,,,,,,,,
421.8,47.8,2.401695752,0.037512671,NP,,,,,,,,,
286,118.5388828,0.816540329,0.200325018,NP,9.3,27.04506,247.89184,,,,,52,
,,,,NP,8.56,,230.36,,,15.325,,10,20.8
,,,,NP,8.56,,230.36,,,15.325,,10,20.8
,,,,NP,9.23,,115.18,,,15.325,,5,27.4
,,,,NP,8.56,,230.36,,,15.325,,10,20.8
,,,,NP,9.14,,283.52,,,15.325,,13,16.7
,,,,NP,9.23,,115.18,,,15.325,,5,27.4
,,,,NP,9.23,,115.18,,,15.325,,5,27.4
,,,,NP,9.45,,407.56,,,27.585,,10,44.1
,,,,NP,9.14,,283.52,,,15.325,,13,16.7
,,,,NP,10.39,,695.51,,,21.455,,22,60.4
,,,,NP,9.55,,287.95,,,24.52,,8,54.2
,,,,NP,10.39,,695.51,,,21.455,,22,60.4
,,,,NP,9.55,,287.95,,,24.52,,8,54.2
,,,,NP,10.39,,695.51,,,21.455,,22,60.4
,,,,NP,9.55,,287.95,,,24.52,,8,54.2
,,,,NP,9.45,,407.56,,,27.585,,10,44.1
,,,,NP,9.45,,407.56,,,27.585,,10,44.1
,,,,NP,9.14,,283.52,,,15.325,,13,16.7
4.88,0.88,-0.040166042,0.149837875,NP,5.8,,,20.35,,6.4,,6.87,
11.94,1.75,0.577786582,0.027505254,NP,9.3,,,25.1,,5.3,,24.5,
12.38,2.44,0.652002136,0.108312269,NP,18.6,,,100.4,,7.4,,29.6,
7.58,2.44,0.84993987,0.115288774,NP,20.2,,,13.9,,3.6,,8.2,
8.6,2,0.647684806,0.054577115,NP,12.5,,,,0.2,,9.5,,
22.6,10.39,0.856186808,0.384966934,NP,11.6,,,,0.29,,11.2,,
0.9,0.19,4.49980967,0.169567901,NP,12,,,,0.22,,13.4,,
1.4,0.1,-0.251314428,0.116213152,NP,11.8,,,,0.27,,13.9,,
3.6,0.2,0.587786665,0.06558642,NP,,,,,0.02,,14,,55.9
4.9,1.2,0.395312737,0.134355176,NP,,,,,0.17,,14,,68.6
16.7,2.8,1.65225791,0.063267692,NP,,,,,0.05,,14,,63.7
1.3,0.5,0.167054085,0.222309159,NP,,,,,0.04,,16,,72.5
2,0.8,0.798507696,0.209382716,NP,,,,,0.03,,16,,86.3
27.4,1.4,1.828938472,0.007259448,NP,,,,,,,,,
,,,,NP,,,,,,,,,
5.8,1.2,0.594707108,0.105306183,NP,,,,,0.08,,16,,18.6
1.9,0.3,-0.146603474,0.027430748,NP,,,,,0.35,,38,,82.4
5.3,1.2,-0.124052649,0.113763795,NP,,,,,1.47,,46,,73.5
142.2,3.4,1.077734704,0.010821158,NP,,,,,,,,,10
3.9,0.01,-0.025317808,0.030626644,NP,17,5,154,,,1,,159,
0.5,0.2,0,0.2,NP,,5,11,,,1,,16,
0.9,0.2,-0.693147181,0.654320988,NP,,,,,,,,,
2.2,0.3,-0.044451763,0.035608274,NP,16,4,20,,,2,,12,
1.5,0.4,1.098612289,0.111111111,NP,17.3,9,29,,,6,,9,
5.5,1.9,1.011600912,0.321838843,NP,17,4,10,,,2.5,,6,
6.1,1.9,0.645137961,0.097019372,NP,,6,29,,,2,,17,
5.2,2.3,-0.191891008,0.486893338,NP,17,5,43,,,1.5,,36,
6.6,2.6,-0.100804699,0.215987646,NP,,4,52,,,1,,55,
0.7,0.2,0,0.163265306,NP,,,,,,,,,
0.5,0.2,1.609437912,16.16,NP,,,,,,,,,
0.6,0.2,1.098612289,4.111111111,NP,,,,,,,,,
0.3,0.2,-1.386294361,0.694444444,NP,,,,,,,,,
2.9,0.6,0.476924072,0.055151862,NP,,,,,,,,,
5.5,1.2,0.829279355,0.13267275,NP,,,,,,,,,
3.3,2.4,0.318453731,0.973370064,NP,,,,,,,,,
13.5,3,1.573070268,0.069790879,NP,,,,,,,,,
11.4,6.4,1.691676011,0.460298616,NP,,,,,,,,,
14,8.6,2.744417845,0.821791383,NP,,,,,,,,,
17.8,9.9,1.626435489,0.469335942,NP,,,,,,,,,
,,,,NP,,,,,,,,,
0.69,0.04110961,0.139761942,0.008994119,NP,25.88888889,,26.826408,,,0.53,,,
0.5,0.06,0.174353387,0.03078322,NP,25.77777778,,25.852512,,,0.18,,,
0.4,0.126491106,0.693147181,0.325,NP,7.222222222,,7.96824,,,0.02,,,
1.3,0.18973666,0,0.106508876,NP,9.833333333,,10.314444,,,0.02,,,
1.5,0.284604989,0.310154928,0.088892562,NP,11.66666667,,3.585708,,,0.98,,,
4.9,0.569209979,0.063178902,0.028806287,NP,25.27777778,,14.077224,,,0.05,,,
7.3,0.664078309,-0.053345981,0.020943902,NP,,,34.706112,,,6.75,,,
6.4,0.758946638,0.18859117,0.046102372,NP,,,12.704916,,,0.03,,,
11.1,1.075174404,0.14518201,0.016717425,NP,22,,2.523276,,,0.01,,,
7.1,1.201665511,0.391478866,0.049652055,NP,13.72222222,,14.16576,,,0.02,,,
8,1.414213562,-0.09531018,0.051932679,NP,,,9.119208,,,0.04,,,
7,1.67600716,0.722134717,0.111392275,NP,23.05555556,,2.965956,,,0.02,,,
24.1,2.050609665,-0.153557736,0.013971965,NP,,,13.2804,,,0.05,,,
5.1,2.055480479,0.564529803,0.276706252,NP,,,10.580052,,,0.02,,,
34.4,2.192031022,0.181159442,0.006518921,NP,25.55555556,,9.030672,,,0.04,,,
22,2.213594362,-0.018018506,0.025208868,NP,,,9.119208,,,0.03,,,
17.1,2.245217139,-0.131336002,0.03049656,NP,24.66666667,,11.863824,,,0.02,,,
27.9,2.276839915,0.525266308,0.015842466,NP,21.66666667,,11.598216,,,0.04,,,
33.9,2.529822128,0.067098334,0.011469191,NP,25.94444444,,11.863824,,,0.03,,,
26.6,2.593067681,0.098699375,0.015502366,NP,,,14.16576,,,0.02,,,
28.2,2.687936011,0.437900384,0.018552763,NP,25.55555556,,12.217968,,,0.06,,,
38.3,3.959797975,-0.125009545,0.021732864,NP,25.33333333,,6.41886,,,0.02,,,
58.8,4.666666667,0.168136922,0.013568187,NP,,,3.718512,,,0.01,,,
84.8,6.32455532,0.647056073,0.010044663,NP,21.77777778,,10.580052,,,0.03,,,
58.1,9.308061023,0.152144661,0.044715392,NP,23.05555556,,6.684468,,,0.03,,,
9.1,1,0.79728744,0.06026144,NP,,,,,,,,,
23.1,1,1.550597412,0.283423382,NP,,,,,,,,,
20.9,2.1,0.415080567,0.025271306,NP,,,,,,,,,
14.6,2.6,0.461818045,0.105555422,NP,,,,,,,,,
38.2,2.9,0.914982687,0.272370135,NP,,,,,,,,,
52.2,5.1,0.974463859,0.108594704,NP,,,,,,,,,
20.8,2,0.167054085,0.017510025,NP,,,,,,,,,
19.9,3,0.708337346,0.116437653,NP,,,,,,,,,
8.1,5.7,3.295836866,0.606310014,NP,,,,,,,,,
54.1,5.9,0.168735888,0.033387493,NP,,,,,,,,,
26.2,6.7,3.083437854,0.509839818,NP,,,,,,,,,
44.5,7.1,1.21527236,0.044051423,NP,,,,,,,,,
863.9,12.5,1.913340657,0.12312147,NP,,,,,,,,,
582.4,49.9,1.832409775,0.139643407,NP,,,,,,,,,
1.5,0.3,0.628608659,0.055625,NP,,,,,,,,,
3.4,2.3,2.140066163,1.020112457,NP,,,,,,,,,
2.97,0.24349538,0.114002313,0.01219537,NP,,40,10,,,10,60,,
34.37,2.782804341,2.183929584,0.021096418,NP,,40,20,,,20,70,,
32.88,0.4,1.74540536,0.004518574,NP,,40,40,,,70,150,,
3.35,0.565685425,0.223143551,0.045360882,NP,,60,50,,,80,160,,
30.51,4.333333333,2.016871525,0.025086478,NP,,40,20,,,60,160,,
3.65,0.286666667,0.176312252,0.014818864,NP,,40,20,,,80,170,,
14.32,2.308462692,1.42618569,0.045000868,NP,,40,90,,,90,180,,
11.8,2.8,-0.043124427,0.071485285,NP,,80,40,,,60,180,,
31.02,4.964775926,0.305243499,0.047737292,NP,,360,320,,,180,270,,
12.28,1.247282761,0.27366567,0.018242508,NP,,40,160,,,130,320,,
5.4,2.8,0.587786665,0.428861454,NP,,,,,,,,,
35.3,6.6,3.381561407,0.146068458,NP,,,,,,,,,
23.6,7.9,2.419309367,0.295728195,NP,,,,,,,,,
39.6,14.9,3.27336401,0.252684675,NP,,,,,,,,,
103.5,33.5,4.303099376,0.518028544,NP,,,,,,,,,
129.7,50,-0.462166523,0.240459319,NP,,,,,,,,,
0.2355,0.0945,-2.002225691,0.167557231,NP,,0.361,14.99,,,12.82,,,28
5.798,5.2315,1.201331705,0.820670772,NP,,0.361,14.99,,,12.82,,,28
0.097,0.003,-0.905927945,0.014713866,NP,,4.68,1.63,,,1.26,,,91
0.4005,0.024996225,0.123416853,0.364234389,NP,,0.299,1.04,,,0.248,,,63
0.6365,0.0705,0.876254592,0.072431975,NP,,5.57,1.77,,,1.5,,,51
0.19325,0.096626142,2.555934486,0.361117019,NP,,0.66,1.62,,,0.09,,,9
0.47,0.1415,0.672093771,0.104396765,NP,,4.68,1.63,,,1.26,,,91
0.3775,0.1885,0.064273656,0.60967725,NP,,0.299,1.04,,,0.248,,,63
0.2735,0.2265,2.903251421,0.796949438,NP,,0.66,1.62,,,0.09,,,9
0.57,0.377,3.63758616,0.548565713,NP,,0.66,1.62,,,0.09,,,9
0.8015,0.4715,0.817188059,0.706402997,NP,,0.299,1.04,,,0.248,,,63
1.9,0.5,4.841558964,0.180363189,NP,,0.66,1.62,,,0.09,,,9
2.42,1.576,2.211792993,0.484276866,NP,,5.57,1.77,,,1.5,,,51
,,,,NP,,,,,,,,,
26.7,2.593067681,1.716047647,0.017938975,NP,,,1682.184,,0.605,20,40,,
58.7,6.103195884,2.524877218,0.028918058,NP,,,1505.112,,0.64,15,60,,
57.3,4.808326112,1.197594122,0.01357623,NP,,,177.072,,1.09,25,160,,
9.8,1.67600716,0.107630664,0.075735833,NP,,,10026.702,,4.115,280,340,,
51.9,5.881836448,0.125034699,0.016369597,NP,,,7370.622,,3.185,580,590,,
2.8,0.491934955,0.287682072,0.104941421,NP,,,,,,,,,
10.1,1.073312629,0.607787332,0.031182818,NP,,,,,,,,,
6.3,1.8,0.810930216,0.173788265,NP,,,,,,,,,
5.5,2.245365598,0.675128675,0.170068027,NP,,,,,,,,,
16.7,2.683281573,0.464033462,0.039422072,NP,,,,,,,,,
16.1,2.939387691,1.149578732,0.067229266,NP,,,,,,,,,
3.4,2.3985,2.551800885,0.557811013,NP,,5.57,1.77,,,1.5,,,51
3.54,2.5385,2.691243083,0.52797597,NP,,4.68,1.63,,,1.26,,,91
5.57,3.572,3.14451141,0.425013584,NP,,4.68,1.63,,,1.26,,,91
6.91,5.2555,3.260995091,0.638621965,NP,,5.57,1.77,,,1.5,,,51
0.259,0.118,0.450882588,0.392730651,NP,,19.21,4.12,,,5.04,,,0
0.5425,0.3535,1.190242612,0.609760074,NP,,19.21,4.12,,,5.04,,,0
0.707,0.518,1.455085192,0.721970815,NP,,19.21,4.12,,,5.04,,,0
1.18,0.9425,1.967324244,0.823128415,NP,,19.21,4.12,,,5.04,,,0
7.92,1.088,0.737025187,0.311583948,NP,,9.03,6.42,,,3.23,,,63
5.52,1.9695,0.376011841,0.420013991,NP,,9.03,6.42,,,3.23,,,63
4.49,2.1815,0.169486683,0.528769877,NP,,9.03,6.42,,,3.23,,,63
4.55,2.9455,0.182761214,0.711790789,NP,,9.03,6.42,,,3.23,,,63
,,,,NP,,,,,,,,,
,,,,NP,,,,,,,,,
,,,,NP,,,,,,,,,
,,,,NP,,,,,,,,,
2.1,0.44907312,0.100083459,0.062349901,NP,,,507,,1.4,16,32,35,
3,0.530722778,-0.15415068,0.057962963,NP,,,1470,,2.1,19,34,88,
1.6,0.489897949,-0.271933715,0.112268519,NP,,,1114,,1.8,21,39,49,
24.1,3.130495168,0.068696531,0.042792988,NP,,,1147,,1.9,31,47,37,
0.9,0.163299316,-0.105360516,0.074588477,NP,,,304,,1.4,28,50,14,
1.9,0.2,-2.416853187,0.533816121,NP,15,,20,,,,,,
11.9,1.4,0.125163143,0.026902055,NP,15,,20,,,,,,
1.9,2.1,-0.816761137,1.299486583,NP,24,,20,,,,,,
13.6,2.1,-0.223143551,0.039102509,NP,23,,60,,,,,,
27,4,0.07296902,0.06005838,NP,,,30,,,,,,
21.3,4.9,-0.12764556,0.095609939,NP,,,20,,,,,,
35.1,5.3,0.414048852,0.032628469,NP,14,,40,,,,,,
26.6,7.4,0.066043412,0.086682903,NP,20,,20,,,,,,
81.5,8.9,-0.027829987,0.089233063,NP,18,,80,,,,,,
14.5,9.9,0.582284588,0.553950829,NP,16,,20,,,,,,
299.6,213.4,0.589858235,0.678417274,NP,19,,,,,,,,
12.1,0.01,-0.934309237,0.105414237,NP,8.5,18,3410,,,28.5,,186.6,
21.3,1.7,-0.368807617,0.111784055,NP,8.5,18,3410,,,28.5,,186.6,
18.1,4,-0.531602752,0.154252624,NP,8.5,18,3410,,,28.5,,186.6,
156.5,8,-0.12535106,0.006670489,NP,8.5,18,3410,,,28.5,,186.6,
151.6,8.1,-0.157161597,0.00691219,NP,8.5,18,3410,,,28.5,,186.6,
183.9,20.9,0.035985062,0.016973449,NP,8.5,18,3410,,,28.5,,186.6,
55.7,0.01,-0.021315194,0.003783663,NP,7.5,1.26,1798,,,28.5,,90.8,
36.4,1.7,-0.446726566,0.005964853,NP,7.5,1.26,1798,,,28.5,,90.8,
54.1,5.4,-0.050461155,0.013746721,NP,7.5,1.26,1798,,,28.5,,90.8,
348.7,7,0.89908937,0.010136987,NP,7.5,1.26,1798,,,28.5,,90.8,
335,24.5,0.859007948,0.015082629,NP,7.5,1.26,1798,,,28.5,,90.8,
387.3,33.3,1.004077002,0.017126535,NP,7.5,1.26,1798,,,28.5,,90.8,
58.9,1.8,-0.404899017,0.002505069,NP,8.5,54,3658,,,107.3,,54.8,
59.5,5.2,-0.394763795,0.009209018,NP,8.5,54,3658,,,107.3,,54.8,
57.6,5.3,-0.42721754,0.010037695,NP,8.5,54,3658,,,107.3,,54.8,
262.5,7.2,0.132171773,0.032995994,NP,8.5,54,3658,,,107.3,,54.8,
214.3,37.6,-0.070702406,0.063028114,NP,8.5,54,3658,,,107.3,,54.8,
185.7,44.6,-0.213946841,0.089926411,NP,8.5,54,3658,,,107.3,,54.8,
58.7,1.9,-0.098865877,0.001907406,NP,8,18,1178,,,28.5,,62,
80,4,0.210721031,0.00335972,NP,8,18,1178,,,28.5,,62,
237.7,6,0.269753721,0.001122852,NP,8,18,1178,,,28.5,,62,
89.4,6,0.321815079,0.005364022,NP,8,18,1178,,,28.5,,62,
236.3,10.3,0.26384653,0.00238567,NP,8,18,1178,,,28.5,,62,
185,26.3,0.019100171,0.020695779,NP,8,18,1178,,,28.5,,62,
1.04,0.03,-0.199796187,0.009760118,NP,5,2.4,27.3,,,1.3,,52.5,
0.31,0.08,0.255933374,0.151666739,NP,10.7,0.8,21,,,0.8,,64.4,
0.57,0.11,0.214409871,0.041495537,NP,2.3,1.5,28.9,,,0.8,,89.6,
1.28,0.13,0.826678573,0.030723105,NP,9.9,4.1,13,,,2.1,,18.4,
0.83,0.14,0.128381167,0.065231038,NP,2.6,1.6,16,,,1.5,,25.8,
1.3,0.15,0.324239668,0.022480653,NP,2.9,2.3,10.9,,,1.1,,27.6,
1.88,0.18,0.11844815,0.019529552,NP,2.7,3.3,12.9,,,2.7,,48.2,
2.58,0.23,-0.015384919,0.019368485,NP,8,3.2,10.9,,,2.7,,11.6,
1.43,0.23,-0.041101676,0.054021121,NP,,,,,,,,,
1.67,0.24,-0.280168889,0.028843145,NP,3.5,1.7,21.8,,,1.9,,27.3,
1.47,0.26,0.063178902,0.032123421,NP,9.2,2.7,25.2,,,1.6,,38.5,
6.13,0.26,0.526720724,0.002417091,NP,1.1,2.7,6.7,,,3,,7,
6.67,0.26,1.022151123,0.008463925,NP,6.8,2.3,4.7,,,1.3,,11.8,
3.33,0.28,0.84529786,0.008292687,NP,,,,,,,,,
1.43,0.29,0.36772478,0.042759192,NP,8.8,2.8,12.1,,,1.1,,30,
6.49,0.3,1.100154309,0.017761747,NP,8.5,2.6,13.8,,,1.3,,27.8,
2.98,0.37,0.044604306,0.027247305,NP,3.1,2.4,90,,,1.9,,108.7,
3.47,0.46,-0.096095829,0.148079728,NP,6.2,0.9,37.7,,,2,,43.8,
3.09,0.5,0.562857282,0.055237972,NP,16.9,1.4,2.2,,,1.7,,4.6,
2.78,0.52,-0.28317553,0.06601728,NP,4.2,1.2,254.2,,,4,,143.1,
3.75,0.53,0.916290732,0.022152889,NP,9.6,2.5,4.1,,,3.1,,4.7,
2.84,0.56,0.612021636,0.071939026,NP,,,,,,,,,
10.57,0.66,0.551371718,0.006835114,NP,9,1.1,23.9,,,3.7,,42.1,
23.19,0.68,0.508241643,0.001453869,NP,8.1,1.7,12.2,,,1.5,,21.2,
5.37,0.81,0.129019109,0.032250088,NP,9.8,1.5,10.1,,,2.2,,11.9,
13.33,0.89,-0.026648505,0.019338583,NP,11.5,2,125.3,,,5,,56.9,
4.56,1.03,0.918486122,0.07142867,NP,4.4,11.1,188.3,,,1.1,,420.3,
9.75,1.1,-0.114244017,0.017563361,NP,10,0.7,5.4,,,0.9,,15.6,
11.46,1.34,0.925935699,0.021827863,NP,12.1,2.5,2.7,,,1.6,,7.1,
6.49,1.41,1.304948722,0.054464431,NP,11.7,0.2,10.9,,,1,,25.8,
17.94,1.76,1.850295972,0.027782591,NP,18.9,2.9,10.7,,,0.9,,35.4,
11.47,2.27,1.117979091,0.049435857,NP,,,,,,,,,
28.42,2.91,0.327644322,0.063150925,NP,8.5,1.5,99.8,,,1.6,,144.6,
35.31,3.31,1.96074637,0.011738713,NP,10.6,1.1,3.2,,,1.4,,6.7,
43.41,3.31,1.399511945,0.006598646,NP,21,3.6,249.2,,,1.4,,399.8,
27.3,3.59,1.199100688,0.020282416,NP,7.5,3,22.6,,,1.1,,51.4,
17.88,4.46,0.727280187,0.124143307,NP,17.1,6.4,212.1,,,1.9,,261.5,
41.02,4.51,2.133021315,0.045623911,NP,9.2,0.9,10.8,,,1.8,,34,
78.46,6.16,1.503822522,0.009584671,NP,13.4,1.8,9.9,,,0.8,,32.2,
68.93,7.22,1.672768208,0.015916839,NP,,,,,,,,,
62.04,8.16,0.398958277,0.018172593,NP,13.3,9.7,367.5,,,3.8,,222.7,
43.27,9.12,1.40283907,0.060761656,NP,12,2.2,13.4,,,2.7,,13,
9.4,11.6,0.841992808,1.540638801,NP,11.8,0.7,10.4,,,2.7,,9.1,
4.8,0.1,0.287682072,0.007378472,NP,,41.7312,5311.92,,,2.2,5.8,,0
12.5,0.3,0.717439873,0.00165098,NP,,41.7312,5311.92,,,2.2,5.8,,0
9.9,0.3,0.624827937,0.013734222,NP,,41.7312,5311.92,,,2.2,5.8,,0
7.2,0.3,0.251314428,0.004606009,NP,,41.7312,5311.92,,,2.2,5.8,,0
4.1,0.4,0.130053128,0.016462588,NP,,41.7312,5311.92,,,2.2,5.8,,0
6.5,0.4,0.149035579,0.00665688,NP,,41.7312,5311.92,,,2.2,5.8,,0
10.3,0.4,0.664437075,0.014324102,NP,,41.7312,5311.92,,,2.2,5.8,,0
11.8,0.6,0.65981076,0.003660444,NP,,41.7312,5311.92,,,2.2,5.8,,0
0.36,0.05,1.280933845,0.109290123,NP,,20,200,,,1,2,,13
22.9,0.122474487,0.637931458,0.000586398,NP,19.2,,,,,,,161,
38.9,3.347635982,0.450150597,0.008717458,NP,19.2,,,,,,,161,
32.1,2.9,2.216093062,0.12571282,NP,16.5,,5.7,,0.28,0.5,13.7,,
122.4,11.7,2.691038855,0.014362833,NP,17.5,,5.1,,0.37,0.5,24.2,,
121.4,6,1.712604242,0.032550468,NP,16.1,,299.5,,0.72,2.2,40.1,,
48.7,7.8,-1.058103957,0.053708247,NP,16,,4460.5,,6.52,1720.5,2402.5,,
10.4,2,-0.126293725,0.14068808,NP,,35,43,,,1,11,,90
19.2,5.5,0.768859002,0.110463881,NP,,35,43,,,1,11,,0
20.9,6.1,0.887986956,0.091810982,NP,,35,43,,,1,11,,50
0.59,0.07,-0.365113813,0.164803058,NP,,,,,,,,,0
0.1185,0.0715,-5.240339555,1.164152882,NP,,,,,,,,,83
0.565,0.235,-0.408410618,0.323723746,NP,,,,,,,,,0
1.725,1.155,0.70774598,0.599044224,NP,,,,,,,,,0
3.6285,3.2515,0.745623336,1.21762255,NP,,,,,,,,,3
5.63,4.03,-1.379387795,1.312472192,NP,,,,,,,,,83
9.97,9.45,-0.807916653,1.698498213,NP,,,,,,,,,83
24.345,17.695,0.084829253,1.328392029,NP,,,,,,,,,83
7.6,0.4,0.054067221,0.113881194,NP,0.5,,200,,,200,,,
4.8,2.7,0,0.87890625,NP,29.9,,200,,,200,,,
14,6.5,-0.315852949,0.278061224,NP,6.6,,300,,,100,,,
75.1,14.1,0.597958059,0.041253373,NP,12.2,,100,,,100,,,
0.46,0.02622,0.11506933,0.009691999,NP,,,,,,,,,
0.4,0.04198,0.321583624,0.03522157,NP,,,,,,,,,
100.5,2.4,1.665718748,0.003340366,NP,,10.5,9.3,,,4.5,,,
,,,,NP,19.8,17,270,,,20,,32.3,
,,,,NP,19.8,17,270,,,20,,32.3,
,,,,NP,14.2,16,189,,,20,,22.9,
,,,,NP,14.2,16,189,,,20,,22.9,
,,,,NP,21.4,22,600,,,46,,84.4,
,,,,NP,16.6,14,144,,,4,,95.3,
,,,,NP,21.4,22,600,,,46,,84.4,
,,,,NP,19.8,19,140,,,8,,50.3,
,,,,NP,16.6,14,144,,,4,,95.3,
,,,,NP,19.8,19,140,,,8,,50.3,
4.5,0.537587202,0.280301965,0.068337349,NP,,,827.1,,,14.2,30.4,,60
9.7,1.011928851,-0.125769387,0.024106337,NP,,,1086.8,,,22.7,37.8,,
12.1,2.624690458,0.636907462,0.166681703,NP,,,788.2,,,11.4,42.3,,10
7.1,0.695701085,-0.557601689,0.07463769,NP,,13.6,711.2,,,24.6,64.3,,60
13.6,1.517893277,-0.257829109,0.027384433,NP,,18.5,250.3,,,24,65.7,,10
6.3,0.600832755,-0.046520016,0.014260779,NP,,9.5,926.9,,,34.2,71.7,,
3.2,1.5,0.757685702,4.219726563,NP,,,,,,,,,
3.7,2.3,0.902867712,4.38641344,NP,,,,,,,,,
21.5,2.4,0.859778522,0.087934766,NP,,,,,,,,,
10.3,2.8,0.386233746,0.400430132,NP,,,,,,,,,
4.7,3.2,0.212561442,1.217713296,NP,,,,,,,,,
13,4,0.356674944,0.170148533,NP,,,,,,,,,
34.3,4.5,1.589235205,0.343742828,NP,,,,,,,,,
17.7,4.8,-0.392194771,0.094578156,NP,,,,,,,,,
26.3,7.1,0.674314232,0.330397847,NP,,,,,,,,,
27.1,7.5,0.371010204,0.134500528,NP,,,,,,,,,
38.6,9.6,0.387492866,0.08289008,NP,,,,,,,,,
56.4,9.8,1.437214452,0.287710522,NP,,,,,,,,,
61.2,11.1,2.779146123,0.787051126,NP,,,,,,,,,
25.5,21.4,0.310154928,0.762191401,NP,,,,,,,,,
105,27.2,0.897422248,0.851240746,NP,,,,,,,,,
142.6,32.1,1.203505405,0.834807424,NP,,,,,,,,,
104,33.5,1.474705318,0.650612357,NP,,,,,,,,,
70.9,34.1,1.091584853,0.778175689,NP,,,,,,,,,
2.6,0.252982213,-0.175890666,0.019873283,NP,,16.6,301.1,,,68.7,116.7,,
3.9,0.411096096,-0.207639365,0.023654514,NP,,15.7,252.4,,,60.7,119.8,,60
1.7,0.126491106,-0.057158414,0.0067709,NP,,34.5,574.2,,,72.1,127.9,,
19.2,1.644384383,-0.080042708,0.012225972,NP,,25.8,226.7,,,41.9,127.9,,10
7.8,1.1,-0.238411023,0.03223391,NP,23,15.45432,77.469,,,9.506286415,,21.1,
36.9,16.7,0.430157721,0.221507729,NP,12.4,5.280226,82.78116,,,10.11959522,,15.3,
130.5,13.6,2.420368129,0.016880294,NP,15.5,3.86358,10.18164,,,10.11959522,,3.6,
19.8,2.9,0.744972248,0.050424278,NP,14.3,5.537798,240.81792,,,11.03955842,,36.1,
3.7,0.8,-0.745790914,0.126302378,NP,7.2,6.052942,18.59256,,,24.53235204,,2.5,
64.8,4.6,0.285626573,0.062757583,NP,13.1,2.833292,262.06656,,,39.86507206,,10.5,
82.7,4.9,1.385085902,0.069066387,NP,23,7.72716,39.8412,,,42.93161607,,2.4,
15.8,3.4,1.191394022,0.098824043,NP,9.8,3.606008,60.20448,,,5.519779209,,20.2,
4.5,3.3,0.628608659,0.600277778,NP,7.2,4.249938,10.18164,,,8.892977614,,4.3,
2.3,0.8,-0.196710294,0.224299313,NP,22,4.249938,739.2756,,,43.85157927,,26.4,
9.9,1.58113883,0.176279242,0.030210751,NP,,49.3,403.1,,,52.3,130.1,,10
3.6,0.158113883,-0.080042708,0.003572668,NP,,36.2,332.1,,,94.1,141.4,,60
23.9,1.802498266,0.213773363,0.009983343,NP,,,,,,,,,
102.2,3.95,2.109235205,0.003461152,NP,,5,120,,,,7,39,6
153.9,16.3,2.145931283,0.058161993,NP,,9,110,,,,9,29,3
27.4,3.1,2.522085653,0.03811028,NP,,10,2,,,,9,3,6
31.8,4,0.458746475,0.029491375,NP,,12,18,,,,12,6,6
331.5,64.05,3.200938124,0.078826335,NP,,40,110,,,,13,26,12
164,46.65,0.139121903,0.093094344,NP,,17,90,,,,14,17,3
10.1,4.75,1.004202604,0.335313701,NP,,10,2,,,,14,2,24
32.1,4.05,1.480981682,0.026473872,NP,,6,3,,,,16,1,13
100.5,114.6,2.029940898,1.318875727,NP,,21,89,,,,24,10,4
75.9,9.95,2.383506535,0.076165109,NP,,20,3,,,,28,2,13
147.2,11.25,0.310587334,0.005841032,NP,,20,1360,,,,62,49,7
,,,,NP,,37,1610,,,,100,36,7
24.5,2.1,0.192990513,0.050577995,NP,,250.3,632.1,,,19.3,,,
36.2,8.4,-1.375183136,0.057285414,NP,,32.1,160.4,,,12.8,,,
155.4,23.1,0.092996257,0.02759502,NP,,19.3,179.7,,,9.6,,,
241.5,38.8,1.083815471,0.031758613,NP,,70.6,301.6,,,9.6,,,
1,0.01,0.105360516,0.00003724,NP,19.2,16.7,369.9,390,,12.7,,72.4,
0.6,0.1,-0.405465108,0.027798354,NP,19.2,16.7,369.9,390,,12.7,,72.4,
3.7,0.9,-1.740940221,0.142745811,NP,19.2,16.7,369.9,390,,12.7,,72.4,
4.8,1,0.042559614,0.050964214,NP,13.5,8.4,228.6,238.8,,22.9,,23.6,
3.8,1,-1.245215763,0.201483483,NP,13.5,8.4,228.6,238.8,,22.9,,23.6,
5.3,1.2,0.141650517,0.058825232,NP,13.5,8.4,228.6,238.8,,22.9,,23.6,
6.5,1.3,-0.802346473,0.123900119,NP,12.1,4.1,133.9,140.3,,16.6,,20.8,
3.8,1.4,-0.652873281,0.340087609,NP,19.8,20.5,791.3,817,,15.4,,123.9,
6.4,1.8,0.445311017,0.127287166,NP,18.8,9.3,397.6,418.3,,14,,72.7,
7.3,1.8,0.576887374,0.108985003,NP,18.8,9.3,397.6,418.3,,14,,72.7,
