Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Chla_Instrument,Chla_Extraction,Chla_Acidification,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N Tstat,N Pval 1Tail,N Lim,N Pval 2Tail,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P Tstat,P Pval 1Tail,P Lim,P Pval 2Tail,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP Tstat,NP Pval 1Tail,NP Lim,NP Pval 2Tail,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Austin 2015,Yes,Web of Science 1st Searches,PR,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Spectrophotometer,95% Ethanol,,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,3.45,,,C,Cfa,,,,,0.003,10.4,Forest,,86.3,,,,,,,,,0.03,,16,,0.9,0.2,0.447213595,5,2.1,0.1,0.223606798,5,-5.36656315,0.000336182,Yes,0.000672364,0.84729786,0.05165029,0.18,0.09,0.201246118,5,3.282917422,0.005569589,No,0.011139178,-1.609437912,0.299382716,2,0.8,1.788854382,5,-1.333945938,0.109473193,No,0.218946386,0.798507696,0.209382716,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,RO,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Spectrophotometer,95% Ethanol,,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,16.11,,,C,Cfa,,,,,0.017,6.8,Forest,,68.6,,,,,,,,,0.17,,14,,3.3,0.9,2.01246118,5,7.6,1.6,3.577708764,5,-2.342359256,0.023620691,Yes,0.047241381,0.834225779,0.118701495,4.5,1.2,2.683281573,5,-0.8,0.223406667,No,0.446813334,0.310154928,0.145491276,4.9,1.2,2.683281573,5,-1.066666667,0.158625866,No,0.317251731,0.395312737,0.134355176,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,BK,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Spectrophotometer,95% Ethanol,,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,32.16,,,C,Cfa,,,,6,0.09,5.6,Pasture,Forest,82.4,,,,,,,,,0.35,,38,,2.2,0.11,0.245967478,5,1.8,0.1,0.223606798,5,2.690691172,0.013733605,No,0.02746721,-0.200670695,0.00558642,3,0.6,1.341640786,5,-1.31147541,0.113041533,No,0.226083066,0.310154928,0.0425,1.9,0.3,0.670820393,5,0.938876316,0.187635817,No,0.375271634,-0.146603474,0.027430748,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,SS,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Spectrophotometer,95% Ethanol,,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,14.41,,,C,Cfa,,,,6,0.024,6.3,Forest,Pasture,73.5,,,,,,,,,1.47,,46,,6,1.5,3.354101966,5,5.6,0.6,1.341640786,5,0.247593784,0.405342484,No,0.810684967,-0.068992871,0.073979592,6.2,0.6,1.341640786,5,-0.123796892,0.452264993,No,0.904529986,0.032789823,0.071865245,5.3,1.2,2.683281573,5,0.364405444,0.362499648,No,0.724999297,-0.124052649,0.113763795,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,SH,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Spectrophotometer,95% Ethanol,,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,6.67,,,C,Cfa,,,,,0.011,6,Forest,,72.5,,,,,,,,,0.04,,16,,1.1,0.3,0.670820393,5,1.8,0.6,1.341640786,5,-1.04349839,0.163610762,No,0.327221525,0.492476485,0.185491276,0.7,0.2,0.447213595,5,1.109400393,0.149744948,No,0.299489897,-0.451985124,0.156012818,1.3,0.5,1.118033989,5,-0.34299717,0.370219727,No,0.740439454,0.167054085,0.222309159,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Bergey 2008,Yes,Web of Science 1st Searches,Rock Creek,Oklahoma,Great Plains,Arbuckle Mountains,,,34,-97,Spectrophotometer,Ethanol,,Petri Dish  ,Filter,Filter,Vial,Petri,Parallel,2,14,2,0.1,NaNO3,0.1,KH2PO4,Random,2004,Summer,August,2,Small,,"Granite Bedrock, coarse sand",,C,Cfa,,0.29,0,,,,,,10,,,8,430,,,,,,,,,48.4,4.9,6.929646456,2,66.7,9.4,13.29360749,2,-1.726338274,0.11321413,No,0.22642826,0.320705139,0.030110605,126.2,4.5,6.363961031,2,-11.69429088,0.003616516,Yes,0.007233031,0.958368136,0.011520941,142.2,3.4,4.808326112,2,-15.72754389,0.002009205,Yes,0.00401841,1.077734704,0.010821158,No,No,No,No,No,Testing rocks as potential nutrient source,,
Biggs 1994,Yes,Web of Science,Biggs 94 8,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,6,Large,,,,C,Cfb,,,0.08,,0.693,,,,,,17.3,,,,9,29,,,6,,9,0.5,0.1,0.2,4,1.1,0.3,0.6,4,-1.897366596,0.053279092,No,0.106558185,0.78845736,0.114380165,1.1,0.1,0.2,4,-4.242640687,0.002711975,Yes,0.00542395,0.78845736,0.048264463,1.5,0.4,0.8,4,-2.42535625,0.025743286,Yes,0.051486571,1.098612289,0.111111111,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 4,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,4,Large,,,,C,Cfb,,,0.21,,0.277,,,,,,17,,,,4,10,,,2.5,,6,2,0.9,1.8,4,3.6,0.6,1.2,4,-1.479200523,0.094786658,No,0.189573315,0.587786665,0.230277778,3.8,3.4,6.8,4,-0.511785121,0.313542947,No,0.627085893,0.641853886,1.003054017,5.5,1.9,3.8,4,-1.66478023,0.073505668,No,0.147011335,1.011600912,0.321838843,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 1,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,2,Small,,,,C,Cfb,,,,,0.00315,,,,,,,,,,6,29,,,2,,17,3.2,0.01,0.01,4,6.9,3.5,7,4,-1.057141778,0.165570235,No,0.33114047,0.768370602,0.257301328,8.7,4.7,9.4,4,-1.170212104,0.143144244,No,0.286288489,1.000172216,0.29185077,6.1,1.9,3.8,4,-1.526310504,0.088891775,No,0.17778355,0.645137961,0.097019372,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 8,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Filter,Filter,Vial,Vial,Parallel,4,17,2,0.5,NaNO3,0.05,Na2HPO4,,2003,Summer,February,6,Large,,,,C,Cfb,,,,,,,,,,,,,,,,,,,,,,1.8,1.4,2.8,4,4,14.2,28.4,4,-0.154182042,0.441260796,No,0.882521591,0.798507696,13.20743827,1.5,0.8,1.6,4,0.186052102,0.429267345,No,0.858534689,-0.182321557,0.889382716,0.9,0.2,0.4,4,0.636396103,0.274005915,No,0.548011831,-0.693147181,0.654320988,Yes,No,Longitudinal Placement,No,No,Grazer effects on nutrient limitation,Also had an experiment with a petroleum jelly exclusion treatment ,
Biggs 1994,Yes,Web of Science,Biggs 94 1,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,1,Small,,,,C,Cfb,,,,,0.00013,,,,,,17,,,,5,43,,,1.5,,36,6.3,3.4,6.8,4,,,,,,,,,,,6.4,1.8,3.6,4,-0.025993762,0.490052642,No,0.980105284,0.015748357,0.370358806,5.2,2.3,4.6,4,0.267974045,0.398846856,No,0.797693713,-0.191891008,0.486893338,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 5,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,5,Large,,,,C,Cfb,,,0.14,,0.535,,,,,,16,,,,4,20,,,2,,12,2.3,0.3,0.6,4,3.2,2.1,4.2,4,-0.424264069,0.343082067,No,0.686164134,0.330241687,0.447677295,1.7,0.4,0.8,4,1.2,0.137683581,No,0.275367163,-0.302280872,0.072376554,2.2,0.3,0.6,4,0.23570226,0.410751486,No,0.821502973,-0.044451763,0.035608274,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 7,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,6,Large,,,,C,Cfb,,,0.15,,0.778,,,,,,,,,,4,52,,,1,,55,7.3,1.8,3.6,4,8.1,2.6,5.2,4,-0.252982213,0.404363233,No,0.808726465,0.103989714,0.163832474,10.7,4.7,9.4,4,-0.675555948,0.262244934,No,0.524489867,0.382369393,0.253742015,6.6,2.6,5.2,4,0.221359436,0.416076892,No,0.832153784,-0.100804699,0.215987646,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 3,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,3,Small,,,,C,Cfb,,,0.02,,0.0179,,,,,,17,,,,5,154,,,1,,159,4,0.7,1.4,4,2.6,0.7,1.4,4,1.414213562,0.103515625,No,0.20703125,-0.430782916,0.103110207,4.2,0.01,0.01,4,-0.285706997,0.392354867,No,0.784709734,0.048790164,0.030626417,3.9,0.01,0.01,4,0.142853499,0.445541245,No,0.89108249,-0.025317808,0.030626644,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1994,Yes,Web of Science,Biggs 94 6,New Zealand,NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Plastic vial,Ceramic tile,Smooth,Vial,Vial,Parallel,4,38,2,0.5,NaNO3,0.05,Na2HPO4,,2002,Summer,February,6,Large,,,,C,Cfb,,,0.22,,0.812,,,,,,,,,,5,11,,,1,,16,0.5,0.1,0.2,4,0.4,0.1,0.2,4,0.707106781,0.253010711,No,0.506021423,-0.223143551,0.1025,0.7,0.6,1.2,4,-0.328797975,0.376740701,No,0.753481401,0.336472237,0.774693878,0.5,0.2,0.4,4,0,0.5,No,1,0,0.2,Yes,No,Longitudinal Placement,No,No,Nutrient limitation along a longitudinal gradient,TIN:DRP,
Biggs 1998,Yes,Web of Science 1st Searches,Lowland,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Spring,October,NA,,,Gravel,Small,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,2.8,0.4,0.894427191,5,8.8,1.8,4.024922359,5,-3.253956868,0.005815993,Yes,0.011631986,1.145132304,0.062247006,2,0.4,0.894427191,5,1.414213562,0.097507764,No,0.195015528,-0.336472237,0.060408163,13.5,3,6.708203932,5,-3.535379513,0.003835729,Yes,0.007671458,1.573070268,0.069790879,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Lowlands,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Headwaters,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Fall,April,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Grassland,,,Moderate,,,,,,,,,,,,2.4,0.7,1.565247584,5,4.7,1.4,3.130495168,5,-1.4694161,0.089957642,No,0.179915284,0.672093771,0.173797376,3.3,0.4,0.894427191,5,-1.116312611,0.148346328,No,0.296692655,0.318453731,0.099761823,5.5,1.2,2.683281573,5,-2.231428827,0.028085814,Yes,0.056171628,0.829279355,0.13267275,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Headwaters ,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Lowland,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Winter,July,NA,,,Gravel,Small,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,1.8,0.2,0.447213595,5,1.6,0.6,1.341640786,5,0.316227766,0.379961484,No,0.759922968,-0.117783036,0.152970679,1.1,0.6,1.341640786,5,1.106797182,0.150274402,No,0.300548805,-0.492476485,0.30986634,2.9,0.6,1.341640786,5,-1.739252714,0.060090397,No,0.120180793,0.476924072,0.055151862,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Lowlands,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Mid-Catchment,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,0.9,0.6,1.341640786,5,3.7,1.9,4.248529157,5,-1.405279717,0.098780636,No,0.197561273,1.413693335,0.708140573,1.6,1,2.236067977,5,-0.600245048,0.282477303,No,0.564954606,0.575364145,0.835069444,14,8.6,19.23018461,5,-1.519562072,0.083553489,No,0.167106978,2.744417845,0.821791383,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Midcatchment,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Mid-Catchment,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Spring,October,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,2.1,0.8,1.788854382,5,7.5,1.9,4.248529157,5,-2.619384751,0.015339885,Yes,0.03067977,1.272965676,0.209302494,3.9,0.3,0.670820393,5,-2.10674065,0.034109196,Yes,0.068218392,0.619039208,0.151041876,11.4,6.4,14.31083506,5,-1.441903789,0.093653474,No,0.187306948,1.691676011,0.460298616,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Midcatchment,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Headwaters,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Spring,October,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Grassland,,,Moderate,,,,,,,,,,,,3.5,1.4,3.130495168,5,9.4,2.8,6.260990337,5,-1.884685867,0.048104747,Yes,0.096209493,0.987946721,0.248727931,3.3,0.8,1.788854382,5,0.124034735,0.45217381,No,0.90434762,-0.0588405,0.218769513,17.8,9.9,22.13707298,5,-1.430214548,0.095263882,No,0.190527765,1.626435489,0.469335942,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Headwaters ,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Lowland,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Summer,February,NA,,,Gravel,Small,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,1.2,0.6,1.341640786,5,3.9,0.8,1.788854382,5,-2.7,0.013537018,Yes,0.027074035,1.178654996,0.292077581,1.3,0.2,0.447213595,5,-0.158113883,0.439142651,No,0.878285302,0.080042708,0.273668639,0.3,0.2,0.447213595,5,1.423024948,0.096266437,No,0.192532874,-1.386294361,0.694444444,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Lowlands,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Mid-Catchment,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Fall,April,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,0.2,0.4,0.894427191,5,1.1,0.4,0.894427191,5,-1.590990258,0.075138063,No,0.150276126,1.704748092,4.132231405,1.2,0.2,0.447213595,5,-2.236067978,0.027883264,Yes,0.055766529,1.791759469,4.027777778,0.6,0.2,0.447213595,5,-0.894427191,0.19860192,No,0.397203841,1.098612289,4.111111111,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Midcatchment,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Headwaters,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Winter,July,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Grassland,,,Moderate,,,,,,,,,,,,0.1,0.4,0.894427191,5,1,0.4,0.894427191,5,-1.590990258,0.075138063,No,0.150276126,2.302585093,16.16,1.1,0.2,0.447213595,5,-2.236067978,0.027883264,Yes,0.055766529,2.397895273,16.03305785,0.5,0.2,0.447213595,5,-0.894427191,0.19860192,No,0.397203841,1.609437912,16.16,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Headwaters ,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Lowland,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Fall,April,NA,,,Gravel,Small,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,2.4,1.6,3.577708764,5,1.4,1.3,2.906888371,5,0.48507125,0.320314785,No,0.640629569,-0.538996501,1.306689342,3.3,3,6.708203932,5,-0.264705882,0.398964142,No,0.797928285,0.318453731,1.270890725,3.3,2.4,5.366563146,5,-0.31201886,0.38150171,No,0.76300342,0.318453731,0.973370064,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Lowlands,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Mid-Catchment,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Winter,July,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Pastures,,,Open,,,,,,,,,,,,0.7,0.2,0.447213595,5,0.5,0.1,0.223606798,5,0.894427192,0.19860192,No,0.39720384,-0.336472237,0.121632653,1,0.1,0.223606798,5,-1.341640787,0.108273642,No,0.216547284,0.356674944,0.091632653,0.7,0.2,0.447213595,5,0,0.5,No,1,0,0.163265306,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Midcatchment,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 1998,Yes,Web of Science 1st Searches,Headwaters,"South Island, NZ",NA,Map,,,-45,171,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,17,,NA,,NA,,,1993,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,,,,,,Grassland,,,Moderate,,,,,,,,,,,,4.9,0.9,2.01246118,5,18.1,6.8,15.20526225,5,-1.924394545,0.045250006,Yes,0.090500012,1.306676733,0.174879376,6.2,1.7,3.801315562,5,-0.675837818,0.259099736,No,0.518199472,0.235314087,0.108918045,,,,,,,,,,,Yes,No,Longitudinal placement & Season,No,No,Testing RCC: Headwaters ,"Flow variables are long-term averages and chemical variables are pooled in groups of sites, so not included ",
Biggs 2000,Yes,Web of Science 1st Searches,Unnamed Creek,"South Island, NZ",NA,Map,,,-46,170,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,21,2,0.5,NaNO3,0.05,Na2HPO4,Trt Kept Together,1995,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,0.15,0.3,,,2,Grassland,,,Open,,,,,,,,,,,,4.9,2.6,5.813776741,5,19.3,4.2,9.391485505,5,-2.915194789,0.009716898,Yes,0.019433797,1.370869891,0.32890633,2.9,0.5,1.118033989,5,0.755389575,0.23583378,No,0.471667559,-0.524524468,0.31127587,23.1,1,2.236067977,5,-6.533419244,9.08E-05,Yes,0.000181606,1.550597412,0.283423382,Yes,No,Type of fish in stream ,No,Yes,Testing predator-insect intxns: Galaxis native fish stream ,Graph was crooked so chla data hard to extract accurately ,
Biggs 2000,Yes,Web of Science 1st Searches,McHardies Creek,"South Island, NZ",NA,Map,,,-46,170,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,21,2,0.5,NaNO3,0.05,Na2HPO4,Trt Kept Together,1995,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,0.15,0.3,,,2,Grassland,,,Open,,,,,,,,,,,,19.7,6.2,13.86362146,5,15.6,1.3,2.906888371,5,0.647216047,0.267808939,No,0.535617877,-0.233347721,0.105993634,10.2,1.2,2.683281573,5,1.504340094,0.085453017,No,0.170906035,-0.658230915,0.11289002,52.2,5.1,11.40394669,5,-4.048292651,0.001846478,Yes,0.003692955,0.974463859,0.108594704,Yes,No,Type of fish in stream ,No,Yes,Testing predator-insect intxns: Brown trout non-native stream,Graph was crooked so chla data hard to extract accurately ,
Biggs 2000,Yes,Web of Science 1st Searches,Stony Creek,"South Island, NZ",NA,Map,,,-46,170,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,21,2,0.5,NaNO3,0.05,Na2HPO4,Trt Kept Together,1995,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,0.15,0.3,,,2,Grassland,,,Open,,,,,,,,,,,,4.1,0.9,2.01246118,5,9.6,2.4,5.366563146,5,-2.145754365,0.032099225,Yes,0.06419845,0.850776125,0.110685604,3.1,0.2,0.447213595,5,1.084652289,0.154838763,No,0.309677527,-0.279584862,0.052347935,9.1,1,2.236067977,5,-3.716470731,0.002950616,Yes,0.005901232,0.79728744,0.06026144,Yes,No,Type of fish in stream ,No,Yes,Testing predator-insect intxns: Galaxis native fish stream ,Graph was crooked so chla data hard to extract accurately ,
Biggs 2000,Yes,Web of Science 1st Searches,Healy Creek,"South Island, NZ",NA,Map,,,-46,170,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,21,2,0.5,NaNO3,0.05,Na2HPO4,Trt Kept Together,1995,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,0.15,0.3,,,2,Grassland,,,Open,,,,,,,,,,,,15.3,7.9,17.66493702,5,25.1,5.6,12.52198067,5,-1.012031704,0.170574706,No,0.341149412,0.495015018,0.316383848,10.8,1.5,3.354101966,5,0.559621851,0.295528454,No,0.591056908,-0.348306694,0.285896984,38.2,2.9,6.484597135,5,-2.721181572,0.013100389,Yes,0.026200778,0.914982687,0.272370135,Yes,No,Type of fish in stream ,No,Yes,Testing predator-insect intxns: Galaxis native fish stream ,Graph was crooked so chla data hard to extract accurately ,
Biggs 2000,Yes,Web of Science 1st Searches,Sutton Stream,"South Island, NZ",NA,Map,,,-46,170,Spectrophotometer,90% Ethanol,Yes,Steel Box  ,Filter,Filter,Vial,Steel box,Parallel,5,21,2,0.5,NaNO3,0.05,Na2HPO4,Trt Kept Together,1995,Summer,February,NA,,,"Cobbles, boulders",Large,C,Cfb,,0.15,0.3,,,2,Grassland,,,Open,,,,,,,,,,,,13.8,1.7,3.801315562,5,31.9,3.2,7.155417528,5,-4.995123288,0.000529631,Yes,0.001059261,0.837937418,0.025238178,8.8,0.5,1.118033989,5,2.82166324,0.01121817,No,0.02243634,-0.449916871,0.018403689,20.9,2.1,4.695742753,5,-2.627827896,0.015140066,Yes,0.030280131,0.415080567,0.025271306,Yes,No,Type of fish in stream ,No,Yes,Testing predator-insect intxns: Brown trout non-native stream,Graph was crooked so chla data hard to extract accurately ,
