Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Inlet,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2111,0.21,0.72,,0.36,,,,5,,7.1,,,,,12.7,,0.03,,10,3.4,11,2,4.472135955,5,27,8,17.88854382,5,0.897941593,0.120849346,16,4,8.94427191,5,0.374693449,0.095557851,135,25,55.90169944,5,2.507379506,0.067351404,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Above,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2179,0.21,0.63,,0.23,,,,67,,6.4,,,,,6.3,,0.04,,11,3.5,22,6,13.41640786,5,43,2,4.472135955,5,0.670157662,0.076543497,23,2,4.472135955,5,0.044451763,0.081941602,100,2,4.472135955,5,1.514127733,0.074780165,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 2,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2106,0.21,0.31,,0.45,,,,42,,17.3,,,,,2.8,,0.154,,11,14.3,19,3,5.196152423,3,25,7,12.12435565,3,0.274436846,0.103330748,34,6,10.39230485,3,0.581921545,0.056072616,180,28,48.49742261,3,2.248517872,0.049128279,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 4,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2100,0.21,0.72,,0.46,,,,9,,14.7,,,,,9.6,,0.096,,11,9.2,13,3,4.242640687,2,24,5,10,4,0.613104473,0.096657216,65,5,8.660254038,3,1.609437912,0.059171598,120,37,64.08587988,3,2.222542385,0.148323882,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Mosisch 1999,Yes,Web of Science 1st Searches,Mary River,Australia ,NA,,26.49',26.816667,,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,90,,,5.9,44.5,,35,43,,,1,11,,11.8,3.8,8.497058314,5,14.8,2.6,5.813776741,5,0.226527649,0.134567775,5.4,0.6,1.341640786,5,-0.781700578,0.116051511,10.4,2,4.472135955,5,-0.126293725,0.14068808,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,,
Mosisch 1999,Yes,Web of Science 1st Searches,No shade,Australia ,NA,,26.49',26.816667,,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,0,,,5.9,44.5,,35,43,,,1,11,,8.9,1.5,3.354101966,5,21,2.9,6.484597135,5,0.858471161,0.047475799,4.2,0.4,0.894427191,5,-0.750966751,0.037475799,19.2,5.5,12.29837388,5,0.768859002,0.110463881,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,Also collected replicates after 4 weeks,
Mosisch 1999,Yes,Web of Science 1st Searches,Mary River,Australia ,NA,,26.49',26.816667,,,PVC jars,Mesh ,Mesh,Vial,PVC,Parallel,5,49,2,0.15,NaNO3,0.15,NaH2PO4,Randomized block,1996,Fall,June,1,Small,0.15,"Cobbles, Gravel, Boulders",Mixed,C,Cfa,520,0.08,,1.74,,,Pasture,,50,,,5.9,44.5,,35,43,,,1,11,,8.6,0.7,1.565247584,5,24.8,6,13.41640786,5,1.05908145,0.065157981,6.8,1.7,3.801315562,5,-0.234839591,0.069125203,20.9,6.1,13.64001466,5,0.887986956,0.091810982,No,No,Shade Level w/in stream ,Yes,No,Effects of shade on NDS,,
Pringle 1987,Yes,Web of Science,Carp Creek ,Michigan,Northern Forests,Cheboygan County,45.33',45.55,,,Reservoir,Agar,Agar,Vial,Vial,Parallel,3,21,,8,NaNO3,NA,,,1984,Summer,June,2,Small,,Sand and Detritus,Small,D,Dfb,,,0.19,,,,,,,,10.3,,,,79.74,201.5,,,7.6,11.15,40.62,9,1.7,2.944486373,3,35.8,4.5,7.794228634,3,1.380723316,0.051479081,,,,,,,,,,,,,No,No,Nutrient type  ,No,No,Effect of nutrient type on algae,"Also had experiments where water nutrient concentrations manipulated, but effective concentrations not reported",
Ambrose 2004 and Ambrose 2003,Yes,Web of Science 1st Searches,Tarup Creek,California,Marine West Coast Forests,Map Lat Long and distance to Ocean,"41.27'45""",41.4625,42,-125,Clay Pot,Agar,Agar,Clay Pot,Clay Pot,Parallel,8,21,2,0.5,NaNO3,0.1,KH2PO4,Block,2002,Summer,August,2 or 3,Small,4.9,"Cobbles, Pebbles",Large,C,Csb,,,,2.8,,,Forest,,,Open,11.6,,,,,,,0.29,,11.2,,9.6,4,11.3137085,8,28.1,19.8,56.00285707,8,1.074006478,0.670109382,14.2,9.4,26.58721497,8,0.391478866,0.611817816,22.6,10.39,29.38735783,8,0.856186808,0.384966934,No,No,Salmon Carcass Enrichment,Yes,No,Salmon carcass effects on stream biota and nutrient cycling,Temp data from 2003 thesis; nutrients from late June grab sample,
Klose 2012,Yes,Web of Science 1st Searches,ST10,California,Mediterranean California,Map City Names,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,19,3,0.5,NaNO3,0.5,KH2PO4,,2008,Summer,July,NA,,,,,C,Csb,,0.09,0.21,,,,,,38.8,,22.8,7.6,848,11.6,13.4,424.7,450.7,0.54,5.5,11.7,90.6,26.1,5.2,11.62755348,5,49.8,7.9,17.66493702,5,0.64607967,0.06485899,60.3,5.3,11.85116028,5,0.837396789,0.047419405,107.7,10.5,23.47871376,5,1.41741427,0.049198966,No,Yes,Land Use Gradient,Yes,Yes,"Effects of dissolved oxygen and development on algae, in chaparrel climate","Some sites look pretty close to each other; unclear which were estuaries but excluded the two labeled as ""estuary"" ",
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 1,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2108,0.21,0.13,,0.42,,,,5,,17.3,,,,,1.5,,0.109,,12,9.5,33,6,10.39230485,3,31,5,8.660254038,3,-0.062520357,0.059072419,24,4,6.92820323,3,-0.318453731,0.060835629,172,4,6.92820323,3,1.650986915,0.033598684,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 5,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2099,0.21,0.35,,0.51,,,,9,,14.8,,,,,6.3,,0.078,,12,6.8,17,3,6.708203932,5,24,3,6.708203932,5,0.344840486,0.046766869,59,5,11.18033989,5,1.2443241,0.038323713,166,28,62.60990337,5,2.278774444,0.059593023,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Marcarelli 2007,Yes,Web of Science 1st Searches,BT Out 3,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,11.7,,,D,Dsb,2102,0.21,0.31,,0.36,,,,3,,14.8,,,,,4.9,,0.097,,12,8.3,39,6,13.41640786,5,55,21,46.95742753,5,0.343771539,0.169453763,45,8,17.88854382,5,0.143100844,0.055273577,218,37,82.73451517,5,1.720933417,0.052475137,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Some sites are closer than 1km; depth is averaged from a provided range,
Snyder 2002,Yes,Web of Science 1st Searches,S3,Idaho,Northwestern Forested Mountains,Lat Long,"43.35'50""",43.597222,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,Dfb,,0.17,0.26,1,,1.6,,,6,,,8.5,302,,12,18,,,,12,6,20.1,2.35,4.7,4,19.4,1.6,3.2,4,-0.035446749,0.020471214,10.2,0.95,1.9,4,-0.678332095,0.022343764,31.8,4,8,4,0.458746475,0.029491375,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
Pringle 1987,Yes,Web of Science,Carp Creek ,Michigan,Northern Forests,Cheboygan County,45.33',45.55,,,Reservoir,Agar,Agar,Vial,,Parallel,3,19,,15,NaNO3,0.9,C3H7O6PNa2,,1984,Summer,July,2,Small,,Sand and Detritus,Small,D,Dfb,,,0.19,,,,,,,,11.5,,,,83.16,226.3,,,7.6,12.08,45.62,31.8,12.6,21.82384018,3,,,,,,,,,,,,,69.4,11.7,20.26499445,3,0.780420578,0.185417251,No,No,Nutrient type  ,No,No,Effect of nutrient type on algae,"Also had experiments where water nutrient concentrations manipulated, but effective concentrations not reported",
Snyder 2002,Yes,Web of Science 1st Searches,K2,Idaho,Northwestern Forested Mountains,Lat Long,"48.41'56""",48.698889,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,DSb,,0.37,0.28,1,,1.2,,,12,,,7.4,225,,40,110,,,,13,26,13.5,2.75,5.5,4,18,10.1,20.2,4,0.287682072,0.356340878,229.2,38.75,77.5,4,2.831905299,0.070078619,331.5,64.05,128.1,4,3.200938124,0.078826335,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
Ambrose 2004 and Ambrose 2003,Yes,Web of Science 1st Searches,Tarup Creek,California,Marine West Coast Forests,Map Lat Long and distance to Ocean,"41.27'45""",41.4625,42,-125,Clay Pot,Agar,Agar,Clay Pot,Clay Pot,Parallel,8,21,2,0.5,NaNO3,0.1,KH2PO4,Block,2002,Summer,August,2 or 3,Small,4.9,"Cobbles, Pebbles",Large,C,Csb,,,,1.8,,,Forest,,,Closed,12,,,,,,,0.22,,13.4,,0.01,0.01,0.01,8,1.1,0.4,1.13137085,8,4.700480366,0.257231405,0.4,0.09,0.254558441,8,3.688879454,0.175625,0.9,0.19,0.537401154,8,4.49980967,0.169567901,No,No,Salmon Carcass Enrichment,Yes,No,Salmon carcass effects on stream biota and nutrient cycling,Temp data from 2003 thesis; nutrients from late June grab sample; marked control variables as .01,
Lang 2012,Yes,Web of Science 1st Searches,PALU-01,Texas,Great Plains,Map,,,,,Centrifuge Tube,Glass disc,Glass disc,Vial,Vial,Parallel,10,18,2,0.5,NaNO3,0.05,Na2HPO4,Trt separated,,NA,,NA,,,,,C,Cfa,,,0.01,,,,,,,Open,16.5,,,,,5.7,,0.28,0.5,13.7,,3.5,1.2,3.794733192,10,8.5,1.1,3.478505426,10,0.887303195,0.134298425,4.8,0.3,0.948683298,10,0.315852949,0.12145727,32.1,2.9,9.170605214,10,2.216093062,0.12571282,No,No,Nutrient Gradient ,No,No,NDS along nutrient gradient to examine chla and enzymatic responses,Canopy inferred to be open from high mmol PAR readings ,
Ambrose 2004 and Ambrose 2003,Yes,Web of Science 1st Searches,Tectah Creek,California,Marine West Coast Forests,Map Lat Long and distance to Ocean,"41.15'47""",41.4625,41,-123,Clay Pot,Agar,Agar,Clay Pot,Clay Pot,Parallel,8,21,2,0.5,NaNO3,0.1,KH2PO4,Block,2002,Summer,August,2 or 3,Small,7.9,"Cobbles, Pebbles",Large,C,Csb,,,,1.7,,,Forest,,,Closed,11.8,,,,,,,0.27,,13.9,,1.8,0.6,1.697056275,8,2.2,0.1,0.282842712,8,0.200670695,0.113177227,2.4,1.2,3.39411255,8,0.287682072,0.361111111,1.4,0.1,0.282842712,8,-0.251314428,0.116213152,No,No,No Carcass Enrichment,Yes,No,Salmon carcass effects on stream biota and nutrient cycling,Temp data from 2003 thesis; nutrients from late June grab sample,
Austin 2015,Yes,Web of Science 1st Searches,LC,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,27.18,,,C,Cfa,,,,,0.059,4.7,Forest,,55.9,,,,,,,,,0.02,,14,,2,0.5,1.118033989,5,3.7,1,2.236067977,5,0.615185639,0.135546019,1.2,0.02,0.04472136,5,-0.510825624,0.062777778,3.6,0.2,0.447213595,5,0.587786665,0.06558642,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,RO,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,16.11,,,C,Cfa,,,,,0.017,6.8,Forest,,68.6,,,,,,,,,0.17,,14,,3.3,0.9,2.01246118,5,7.6,1.6,3.577708764,5,0.834225779,0.118701495,4.5,1.2,2.683281573,5,0.310154928,0.145491276,4.9,1.2,2.683281573,5,0.395312737,0.134355176,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,DR,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,12.28,,,C,Cfa,,,,,0.014,5.1,Forest,,63.7,,,,,,,,,0.05,,14,,3.2,0.6,1.341640786,5,4.3,1.2,2.683281573,5,0.295464213,0.113036185,2.8,1.1,2.459674775,5,-0.133531393,0.189492985,16.7,2.8,6.260990337,5,1.65225791,0.063267692,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Snyder 2002,Yes,Web of Science 1st Searches,S2,Idaho,North American Deserts,Lat Long,"44.03'24""",44.056667,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,Dfb,,0.25,0.34,2,,1.5,Agriculture,,3,,,8.4,121,,17,90,,,,14,17,142.7,15.75,31.5,4,150.6,8.4,16.8,4,0.053882791,0.01529291,125.8,36.55,73.1,4,-0.12605118,0.096595654,164,46.65,93.3,4,0.139121903,0.093094344,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
Snyder 2002,Yes,Web of Science 1st Searches,C1,Idaho,Northwestern Forested Mountains,Lat Long,"46.05'06""",46.085,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,Dfb,,0.26,0.29,2,,0.4,,,24,,,7.8,17,,10,2,,,,14,2,3.7,1.25,2.5,4,10.6,3.25,6.5,4,1.052521181,0.208140279,2.9,0.55,1.1,4,-0.243622083,0.150103489,10.1,4.75,9.5,4,1.004202604,0.335313701,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
Austin 2015,Yes,Web of Science 1st Searches,SH,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,6.67,,,C,Cfa,,,,,0.011,6,Forest,,72.5,,,,,,,,,0.04,,16,,1.1,0.3,0.670820393,5,1.8,0.6,1.341640786,5,0.492476485,0.185491276,0.7,0.2,0.447213595,5,-0.451985124,0.156012818,1.3,0.5,1.118033989,5,0.167054085,0.222309159,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,PR,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,3.45,,,C,Cfa,,,,,0.003,10.4,Forest,,86.3,,,,,,,,,0.03,,16,,0.9,0.2,0.447213595,5,2.1,0.1,0.223606798,5,0.84729786,0.05165029,0.18,0.09,0.201246118,5,-1.609437912,0.299382716,2,0.8,1.788854382,5,0.798507696,0.209382716,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Austin 2015,Yes,Web of Science 1st Searches,PL,Arkansas,Eastern Temperate Forests,"Map, Lake",,,35,-91,Centrifuge Tube ,Glass disc,Glass disc,Vial,Vial,Perpindicular,5,16,2,0.5,NH4Cl,0.5,NaH2PO4,,2014,Summer,June & July,NA,,6.18,,,C,Cfa,,,,,0.003,6.3,Forest,,18.6,,,,,,,,,0.08,,16,,3.2,0.8,1.788854382,5,4.7,0.6,1.341640786,5,0.384411699,0.078796967,2.4,0.5,1.118033989,5,-0.287682072,0.105902778,5.8,1.2,2.683281573,5,0.594707108,0.105306183,No,No,Natural Gas Well Density ,No,No,Natural gas development effects on streams ,Also added 0.25 M of NaNO3,
Snyder 2002,Yes,Web of Science 1st Searches,C2,Idaho,Northwestern Forested Mountains,Lat Long,"46.09'52""",46.164444,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,Dsa,,0.29,0.22,2,,5.1,,,13,,,8.1,17,,6,3,,,,16,1,7.3,0.75,1.5,4,15.3,2.05,4.1,4,0.73997848,0.028507948,5.8,1.3,2.6,4,-0.230016431,0.060793263,32.1,4.05,8.1,4,1.480981682,0.026473872,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
Sanderson 2009,Yes,Web of Science 1st Searches,SUL,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,23,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Fall,September,NA,,,,,D,,1771,,,0.2,,,,,,Open,,,,,,0.1,1.2,0.062,1.1,18.6,,8.05,0.956250117,2.53,7,9.66,1.303977432,3.45,7,0.182321557,0.032332362,1.84,0.260795486,0.69,7,-1.47590652,0.034200073,46.46,9.823296654,25.99,7,1.752919636,0.058815788,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Sanderson 2009,Yes,Web of Science 1st Searches,LOO,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,23,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Fall,September,NA,,,,,D,,1627,,,0.8,,,,,,Open,,,,,,5.2,8.3,0.079,1.7,19.8,,18.63,0.956250117,2.53,7,15.87,1.477841089,3.91,7,-0.16034265,0.011306263,7.13,0.521590973,1.38,7,-0.96046195,0.007986184,35.88,6.693750817,17.71,7,0.655406853,0.037439021,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Marcarelli 2007,Yes,Web of Science 1st Searches,YB Toxaway Above,Idaho,Northwestern Forested Mountains,Lat Long,44.10',44.166667,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,41,,0.58,NaNO3,0.036,KH2PO4,Block ,2002,Summer,August,NA,,30,,,D,Dsb,2670,0.21,0.2,,0.12,,,,5,,13,,,,,74.5,,0.206,,20,10.5,4,1,1.414213562,2,5,0.01,0.01,2,0.223143551,0.062502,14,9,12.72792206,2,1.252762968,0.475765306,32,23,32.52691193,2,2.079441542,0.579101563,No,No,Longitudinal placement ,Yes,No,"Lake inlet vs. outlet longitudinal comparison of chla, n-fixation",Agar replaced halfway through; Some sites are closer than 1km; depth is averaged from a provided range,
Sanderson 2009,Yes,Web of Science 1st Searches,SUL,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,28,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Summer,August,NA,,,,,D,,1771,,,0.2,,,,,,Open,,,,,,0.1,1.2,0.077,1.3,20,,17.36,0.952470472,2.52,7,24.08,2.857411416,7.56,7,0.327212911,0.017091228,8.4,0.740810367,1.96,7,-0.725937003,0.010788035,41.44,7.513933723,19.88,7,0.870077889,0.035887488,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Eckert 2014,Yes,Web of Science 1st Searches,Mesotrophic,Pennsylvania,Northern Forests,Lat Long,"40.35'7.4""",40.585389,41,-78,Clay Pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,4,35,,0.5,NaNO3,0.05,NaHPO4,Random,2010,Summer,August September,NA,,,,,D,Dfa,,0.3,,,1.28,,,,54,,17.8,8.19,290.6,,,,,1.77,,21,,43.2,3.55,7.1,4,72.2,22.65,45.3,4,0.513599551,0.105168046,770.1,8.15,16.3,4,2.880679881,0.006864884,81.4,7.45,14.9,4,0.633534778,0.015129405,Yes,No,Effects of eutrophication gradient ,No,No,Gradient of nutrient concentrations in natural streams,Nutrients are averaged from past year of sampling; converted sd to SE,
Sanderson 2009,Yes,Web of Science 1st Searches,SUM,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,30,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Fall,September,NA,,,,,D,,1555,,,0.2,,,,,,Open,,,,,,1.2,4.1,0.079,1.7,21.9,,9,0.680336051,1.8,7,12,1.133893419,3,7,0.287682072,0.014642857,3.9,0.340168026,0.9,7,-0.836248024,0.013322063,46.8,5.782856437,15.3,7,1.648658626,0.020982671,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Sanderson 2009,Yes,Web of Science 1st Searches,LOO,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,26,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Summer,August,NA,,,,,D,,1627,,,0.8,,,,,,Open,,,,,,7.7,11.9,0.11,2,22.1,,19.76,1.867144497,4.94,7,17.68,2.849852126,7.54,7,-0.111225635,0.034911023,11.7,1.080978393,2.86,7,-0.524070851,0.017464727,33.8,5.110079675,13.52,7,0.53680111,0.031785714,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Sanderson 2009,Yes,Web of Science 1st Searches,SUM,Idaho,Northwestern Forested Mountains,Map,,,,,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,7,22,2,0.5,NH4NO3,0.2,KH2PO4,Randomized block ,2003,Summer,August,NA,,,,,D,,1555,,,0.2,,,,,,Open,,,,,,1.3,5,0.096,1.3,22.3,,9.68,1.080978393,2.86,7,8.14,1.746195865,4.62,7,-0.173271721,0.058489476,5.72,1.663043681,4.4,7,-0.526093096,0.097001338,18.26,1.746195865,4.62,7,0.634650974,0.021615498,No,No,Season,No,No,Degree of limitation within streams (over time) and among streams; salmon streams,Chla reported per day so converted to total; discharge and temp not recorded b/c averages over 3 yrs ,
Snyder 2002,Yes,Web of Science 1st Searches,B1,Idaho,North American Deserts,Lat Long,"42.07'54""",42.131667,,,Plastic vial,Crucible cover,Smooth,Vial,Vial,Parallel,4,30,4,0.1,NaNO3,0.1,KH2PO4,Random,,NA,,6+,Large,,,,D,Dfb,,0.13,0.29,1,,24.8,,,4,,,8.2,480,,21,89,,,,24,10,13.2,1.8,3.6,4,14.2,1.5,3,4,0.073025135,0.029753542,78.9,5.5,11,4,1.787964398,0.023454315,100.5,114.6,229.2,4,2.029940898,1.318875727,No,No,"Longitudinal, basin placement",No,No,Effect of large-scale (drainage basin) and small-scale (nutrient) factors on diatom species,TIN:TP; converted sd to SE,
